,header,Length,%GC
0,>lcl|CP031558.1_cds_1,3872,0.18
831,>lcl|CP031558.1_cds_832,1145,0.4
832,>lcl|CP031558.1_cds_AYJ08538.1_833,753,0.4
833,>lcl|CP031558.1_cds_834,75,0.4
834,>lcl|CP031558.1_cds_AYJ08539.1_835,984,0.4
835,>lcl|CP031558.1_cds_AYJ08540.1_836,1260,0.4
836,>lcl|CP031558.1_cds_AYJ08541.1_837,1179,0.4
837,>lcl|CP031558.1_cds_AYJ08542.1_838,672,0.4
838,>lcl|CP031558.1_cds_AYJ08543.1_839,807,0.4
839,>lcl|CP031558.1_cds_AYJ08544.1_840,1203,0.4
840,>lcl|CP031558.1_cds_AYJ08545.1_841,360,0.4
841,>lcl|CP031558.1_cds_842,2026,0.4
842,>lcl|CP031558.1_cds_AYJ08546.1_843,381,0.4
843,>lcl|CP031558.1_cds_AYJ08547.1_844,240,0.4
844,>lcl|CP031558.1_cds_AYJ09184.1_845,621,0.4
845,>lcl|CP031558.1_cds_AYJ08548.1_846,147,0.4
846,>lcl|CP031558.1_cds_AYJ08549.1_847,879,0.4
847,>lcl|CP031558.1_cds_AYJ08550.1_848,1314,0.4
848,>lcl|CP031558.1_cds_AYJ08551.1_849,1272,0.4
849,>lcl|CP031558.1_cds_AYJ08552.1_850,1590,0.4
850,>lcl|CP031558.1_cds_AYJ08553.1_851,675,0.4
851,>lcl|CP031558.1_cds_AYJ08554.1_852,558,0.4
852,>lcl|CP031558.1_cds_AYJ08555.1_853,894,0.4
853,>lcl|CP031558.1_cds_AYJ08556.1_854,312,0.4
854,>lcl|CP031558.1_cds_855,676,0.4
855,>lcl|CP031558.1_cds_AYJ09185.1_856,366,0.4
856,>lcl|CP031558.1_cds_857,815,0.4
857,>lcl|CP031558.1_cds_858,139,0.4
858,>lcl|CP031558.1_cds_859,836,0.4
859,>lcl|CP031558.1_cds_AYJ08557.1_860,606,0.4
860,>lcl|CP031558.1_cds_AYJ08558.1_861,1077,0.4
861,>lcl|CP031558.1_cds_AYJ08559.1_862,738,0.4
862,>lcl|CP031558.1_cds_AYJ08560.1_863,1317,0.4
863,>lcl|CP031558.1_cds_AYJ08561.1_864,1092,0.4
864,>lcl|CP031558.1_cds_AYJ08562.1_865,1209,0.4
865,>lcl|CP031558.1_cds_AYJ08563.1_866,2328,0.4
866,>lcl|CP031558.1_cds_AYJ08564.1_867,225,0.4
867,>lcl|CP031558.1_cds_AYJ08565.1_868,723,0.4
868,>lcl|CP031558.1_cds_AYJ08566.1_869,684,0.4
869,>lcl|CP031558.1_cds_AYJ08567.1_870,2562,0.4
870,>lcl|CP031558.1_cds_AYJ08568.1_871,285,0.4
871,>lcl|CP031558.1_cds_AYJ08569.1_872,1290,0.4
872,>lcl|CP031558.1_cds_AYJ08570.1_873,1368,0.4
873,>lcl|CP031558.1_cds_AYJ08571.1_874,528,0.4
874,>lcl|CP031558.1_cds_AYJ08572.1_875,555,0.4
875,>lcl|CP031558.1_cds_AYJ08573.1_876,2598,0.4
876,>lcl|CP031558.1_cds_AYJ09186.1_877,1233,0.4
877,>lcl|CP031558.1_cds_AYJ08574.1_878,1500,0.4
878,>lcl|CP031558.1_cds_879,1292,0.4
879,>lcl|CP031558.1_cds_AYJ08575.1_880,2061,0.4
880,>lcl|CP031558.1_cds_AYJ08576.1_881,1521,0.4
881,>lcl|CP031558.1_cds_AYJ08577.1_882,528,0.4
882,>lcl|CP031558.1_cds_AYJ08578.1_883,591,0.4
883,>lcl|CP031558.1_cds_AYJ08579.1_884,1356,0.4
884,>lcl|CP031558.1_cds_AYJ08580.1_885,837,0.4
885,>lcl|CP031558.1_cds_AYJ08581.1_886,783,0.4
886,>lcl|CP031558.1_cds_AYJ08582.1_887,477,0.4
887,>lcl|CP031558.1_cds_888,531,0.4
888,>lcl|CP031558.1_cds_AYJ08583.1_889,438,0.4
889,>lcl|CP031558.1_cds_AYJ08584.1_890,225,0.4
890,>lcl|CP031558.1_cds_AYJ08585.1_891,579,0.4
891,>lcl|CP031558.1_cds_AYJ08586.1_892,840,0.4
892,>lcl|CP031558.1_cds_AYJ08587.1_893,1035,0.4
893,>lcl|CP031558.1_cds_AYJ08588.1_894,846,0.4
894,>lcl|CP031558.1_cds_AYJ08589.1_895,615,0.4
895,>lcl|CP031558.1_cds_AYJ08590.1_896,2349,0.4
896,>lcl|CP031558.1_cds_AYJ08591.1_897,360,0.4
897,>lcl|CP031558.1_cds_AYJ08592.1_898,552,0.4
898,>lcl|CP031558.1_cds_AYJ08593.1_899,603,0.4
899,>lcl|CP031558.1_cds_AYJ08594.1_900,327,0.4
900,>lcl|CP031558.1_cds_AYJ08595.1_901,1008,0.4
901,>lcl|CP031558.1_cds_AYJ08596.1_902,618,0.4
902,>lcl|CP031558.1_cds_AYJ08597.1_903,768,0.4
903,>lcl|CP031558.1_cds_AYJ08598.1_904,774,0.4
904,>lcl|CP031558.1_cds_AYJ08599.1_905,768,0.4
905,>lcl|CP031558.1_cds_AYJ08600.1_906,438,0.4
906,>lcl|CP031558.1_cds_907,252,0.4
907,>lcl|CP031558.1_cds_AYJ08601.1_908,573,0.4
908,>lcl|CP031558.1_cds_AYJ08602.1_909,819,0.4
909,>lcl|CP031558.1_cds_AYJ08603.1_910,273,0.4
910,>lcl|CP031558.1_cds_AYJ08604.1_911,1662,0.4
911,>lcl|CP031558.1_cds_AYJ08605.1_912,639,0.4
912,>lcl|CP031558.1_cds_AYJ09187.1_913,180,0.4
913,>lcl|CP031558.1_cds_AYJ08606.1_914,462,0.4
914,>lcl|CP031558.1_cds_AYJ08607.1_915,1785,0.4
915,>lcl|CP031558.1_cds_AYJ08608.1_916,1266,0.4
916,>lcl|CP031558.1_cds_AYJ08609.1_917,345,0.4
917,>lcl|CP031558.1_cds_AYJ08610.1_918,321,0.4
918,>lcl|CP031558.1_cds_AYJ08611.1_919,936,0.4
919,>lcl|CP031558.1_cds_AYJ08612.1_920,822,0.4
920,>lcl|CP031558.1_cds_AYJ08613.1_921,249,0.4
921,>lcl|CP031558.1_cds_AYJ08614.1_922,681,0.4
922,>lcl|CP031558.1_cds_AYJ08615.1_923,1446,0.4
923,>lcl|CP031558.1_cds_AYJ08616.1_924,1362,0.4
924,>lcl|CP031558.1_cds_AYJ08617.1_925,591,0.4
925,>lcl|CP031558.1_cds_AYJ08618.1_926,789,0.4
926,>lcl|CP031558.1_cds_AYJ08619.1_927,879,0.4
927,>lcl|CP031558.1_cds_AYJ08620.1_928,1386,0.4
928,>lcl|CP031558.1_cds_AYJ08621.1_929,285,0.4
929,>lcl|CP031558.1_cds_AYJ08622.1_930,606,0.4
930,>lcl|CP031558.1_cds_AYJ08623.1_931,618,0.4
931,>lcl|CP031558.1_cds_AYJ08624.1_932,1764,0.4
932,>lcl|CP031558.1_cds_AYJ08625.1_933,984,0.4
933,>lcl|CP031558.1_cds_AYJ08626.1_934,1278,0.4
934,>lcl|CP031558.1_cds_AYJ08627.1_935,738,0.4
935,>lcl|CP031558.1_cds_AYJ08628.1_936,660,0.4
936,>lcl|CP031558.1_cds_AYJ08629.1_937,810,0.4
937,>lcl|CP031558.1_cds_AYJ08630.1_938,780,0.4
938,>lcl|CP031558.1_cds_AYJ08631.1_939,3015,0.4
939,>lcl|CP031558.1_cds_940,1287,0.4
940,>lcl|CP031558.1_cds_AYJ08632.1_941,1578,0.4
941,>lcl|CP031558.1_cds_AYJ08633.1_942,984,0.4
942,>lcl|CP031558.1_cds_AYJ08634.1_943,954,0.4
943,>lcl|CP031558.1_cds_AYJ08635.1_944,687,0.4
944,>lcl|CP031558.1_cds_AYJ08636.1_945,933,0.4
945,>lcl|CP031558.1_cds_AYJ08637.1_946,1602,0.4
946,>lcl|CP031558.1_cds_AYJ08638.1_947,984,0.4
947,>lcl|CP031558.1_cds_AYJ08639.1_948,579,0.4
948,>lcl|CP031558.1_cds_AYJ08640.1_949,1386,0.4
949,>lcl|CP031558.1_cds_AYJ08641.1_950,993,0.4
950,>lcl|CP031558.1_cds_AYJ08642.1_951,525,0.4
951,>lcl|CP031558.1_cds_AYJ08643.1_952,738,0.4
952,>lcl|CP031558.1_cds_AYJ08644.1_953,666,0.4
953,>lcl|CP031558.1_cds_AYJ08645.1_954,1656,0.4
954,>lcl|CP031558.1_cds_AYJ08646.1_955,657,0.4
955,>lcl|CP031558.1_cds_AYJ08647.1_956,438,0.4
956,>lcl|CP031558.1_cds_AYJ08648.1_957,495,0.4
957,>lcl|CP031558.1_cds_AYJ08649.1_958,1083,0.4
958,>lcl|CP031558.1_cds_AYJ08650.1_959,462,0.4
959,>lcl|CP031558.1_cds_AYJ08651.1_960,354,0.4
960,>lcl|CP031558.1_cds_AYJ08652.1_961,2157,0.4
961,>lcl|CP031558.1_cds_962,735,0.4
962,>lcl|CP031558.1_cds_AYJ08653.1_963,330,0.4
963,>lcl|CP031558.1_cds_AYJ08654.1_964,216,0.4
964,>lcl|CP031558.1_cds_AYJ08655.1_965,876,0.4
965,>lcl|CP031558.1_cds_AYJ08656.1_966,1518,0.4
966,>lcl|CP031558.1_cds_AYJ08657.1_967,2376,0.4
967,>lcl|CP031558.1_cds_AYJ08658.1_968,483,0.4
968,>lcl|CP031558.1_cds_AYJ08659.1_969,726,0.4
969,>lcl|CP031558.1_cds_AYJ08660.1_970,96,0.4
970,>lcl|CP031558.1_cds_971,2455,0.4
971,>lcl|CP031558.1_cds_AYJ08661.1_972,552,0.4
972,>lcl|CP031558.1_cds_AYJ08662.1_973,1845,0.4
973,>lcl|CP031558.1_cds_AYJ08663.1_974,1461,0.4
974,>lcl|CP031558.1_cds_AYJ08664.1_975,1398,0.4
975,>lcl|CP031558.1_cds_AYJ08665.1_976,3966,0.4
976,>lcl|CP031558.1_cds_AYJ08666.1_977,768,0.4
977,>lcl|CP031558.1_cds_AYJ08667.1_978,981,0.4
978,>lcl|CP031558.1_cds_AYJ08668.1_979,849,0.4
979,>lcl|CP031558.1_cds_AYJ08669.1_980,525,0.41
980,>lcl|CP031558.1_cds_AYJ08670.1_981,267,0.41
981,>lcl|CP031558.1_cds_AYJ08671.1_982,378,0.41
982,>lcl|CP031558.1_cds_983,2173,0.41
983,>lcl|CP031558.1_cds_984,636,0.41
984,>lcl|CP031558.1_cds_AYJ08672.1_985,1113,0.41
985,>lcl|CP031558.1_cds_AYJ08673.1_986,237,0.41
986,>lcl|CP031558.1_cds_AYJ08674.1_987,729,0.41
987,>lcl|CP031558.1_cds_AYJ08675.1_988,105,0.41
988,>lcl|CP031558.1_cds_AYJ08676.1_989,300,0.41
989,>lcl|CP031558.1_cds_AYJ08677.1_990,1206,0.41
990,>lcl|CP031558.1_cds_AYJ09188.1_991,1566,0.41
991,>lcl|CP031558.1_cds_AYJ08678.1_992,1587,0.41
992,>lcl|CP031558.1_cds_AYJ08679.1_993,969,0.41
993,>lcl|CP031558.1_cds_AYJ08680.1_994,1818,0.41
994,>lcl|CP031558.1_cds_AYJ08681.1_995,636,0.41
995,>lcl|CP031558.1_cds_AYJ09189.1_996,1134,0.41
996,>lcl|CP031558.1_cds_AYJ08682.1_997,2031,0.41
997,>lcl|CP031558.1_cds_AYJ08683.1_998,1548,0.41
998,>lcl|CP031558.1_cds_AYJ08684.1_999,1587,0.41
999,>lcl|CP031558.1_cds_AYJ08685.1_1000,1545,0.41
1000,>lcl|CP031558.1_cds_AYJ08686.1_1001,1689,0.41
1001,>lcl|CP031558.1_cds_1002,754,0.41
1002,>lcl|CP031558.1_cds_AYJ08687.1_1003,432,0.41
1003,>lcl|CP031558.1_cds_AYJ08688.1_1004,3258,0.41
1004,>lcl|CP031558.1_cds_AYJ08689.1_1005,693,0.41
1005,>lcl|CP031558.1_cds_AYJ08690.1_1006,996,0.41
1006,>lcl|CP031558.1_cds_AYJ08691.1_1007,7128,0.41
1007,>lcl|CP031558.1_cds_1008,1110,0.41
1008,>lcl|CP031558.1_cds_AYJ08692.1_1009,207,0.41
1009,>lcl|CP031558.1_cds_AYJ08693.1_1010,582,0.41
1010,>lcl|CP031558.1_cds_AYJ08694.1_1011,1146,0.41
1011,>lcl|CP031558.1_cds_AYJ08695.1_1012,981,0.41
1012,>lcl|CP031558.1_cds_AYJ08696.1_1013,543,0.41
1013,>lcl|CP031558.1_cds_AYJ08697.1_1014,912,0.41
1014,>lcl|CP031558.1_cds_AYJ08698.1_1015,804,0.41
1015,>lcl|CP031558.1_cds_AYJ08699.1_1016,660,0.41
1016,>lcl|CP031558.1_cds_AYJ08700.1_1017,603,0.41
1017,>lcl|CP031558.1_cds_AYJ08701.1_1018,756,0.41
1018,>lcl|CP031558.1_cds_AYJ08702.1_1019,486,0.41
1019,>lcl|CP031558.1_cds_AYJ08703.1_1020,2070,0.41
1020,>lcl|CP031558.1_cds_AYJ08704.1_1021,1380,0.41
1021,>lcl|CP031558.1_cds_1022,1576,0.41
1022,>lcl|CP031558.1_cds_AYJ09190.1_1023,714,0.41
1023,>lcl|CP031558.1_cds_AYJ08705.1_1024,777,0.41
1024,>lcl|CP031558.1_cds_AYJ08706.1_1025,1134,0.41
1025,>lcl|CP031558.1_cds_AYJ08707.1_1026,1353,0.41
1026,>lcl|CP031558.1_cds_AYJ08708.1_1027,1233,0.41
1027,>lcl|CP031558.1_cds_AYJ08709.1_1028,378,0.41
1028,>lcl|CP031558.1_cds_AYJ08710.1_1029,300,0.41
1029,>lcl|CP031558.1_cds_AYJ08711.1_1030,1491,0.41
1030,>lcl|CP031558.1_cds_AYJ08712.1_1031,363,0.41
1031,>lcl|CP031558.1_cds_AYJ08713.1_1032,1014,0.41
1032,>lcl|CP031558.1_cds_AYJ08714.1_1033,453,0.41
1033,>lcl|CP031558.1_cds_AYJ08715.1_1034,870,0.41
1034,>lcl|CP031558.1_cds_AYJ09191.1_1035,618,0.41
1035,>lcl|CP031558.1_cds_AYJ08716.1_1036,657,0.41
1036,>lcl|CP031558.1_cds_AYJ08717.1_1037,567,0.41
1037,>lcl|CP031558.1_cds_AYJ09192.1_1038,633,0.41
1038,>lcl|CP031558.1_cds_AYJ08718.1_1039,843,0.41
1039,>lcl|CP031558.1_cds_AYJ08719.1_1040,729,0.41
1040,>lcl|CP031558.1_cds_AYJ08720.1_1041,1182,0.41
1041,>lcl|CP031558.1_cds_AYJ08721.1_1042,765,0.41
1042,>lcl|CP031558.1_cds_AYJ08722.1_1043,732,0.41
1043,>lcl|CP031558.1_cds_AYJ08723.1_1044,897,0.41
1044,>lcl|CP031558.1_cds_AYJ08724.1_1045,939,0.41
1045,>lcl|CP031558.1_cds_1046,470,0.41
1046,>lcl|CP031558.1_cds_AYJ08725.1_1047,1317,0.41
1047,>lcl|CP031558.1_cds_AYJ08726.1_1048,1212,0.41
1048,>lcl|CP031558.1_cds_AYJ08727.1_1049,288,0.41
1049,>lcl|CP031558.1_cds_AYJ08728.1_1050,282,0.41
1050,>lcl|CP031558.1_cds_AYJ08729.1_1051,3063,0.41
1051,>lcl|CP031558.1_cds_AYJ08730.1_1052,1080,0.41
1052,>lcl|CP031558.1_cds_AYJ09193.1_1053,1236,0.41
1053,>lcl|CP031558.1_cds_AYJ08731.1_1054,2103,0.41
1054,>lcl|CP031558.1_cds_AYJ08732.1_1055,1038,0.41
1055,>lcl|CP031558.1_cds_AYJ08733.1_1056,1476,0.41
1056,>lcl|CP031558.1_cds_AYJ08734.1_1057,282,0.41
1057,>lcl|CP031558.1_cds_AYJ08735.1_1058,1311,0.41
1058,>lcl|CP031558.1_cds_AYJ09194.1_1059,1464,0.41
1059,>lcl|CP031558.1_cds_AYJ08736.1_1060,1482,0.41
1060,>lcl|CP031558.1_cds_AYJ08737.1_1061,1158,0.41
1061,>lcl|CP031558.1_cds_AYJ08738.1_1062,825,0.41
1062,>lcl|CP031558.1_cds_AYJ08739.1_1063,201,0.41
1063,>lcl|CP031558.1_cds_1064,349,0.41
1064,>lcl|CP031558.1_cds_1065,200,0.41
1065,>lcl|CP031558.1_cds_1066,701,0.41
1066,>lcl|CP031558.1_cds_1067,226,0.41
1067,>lcl|CP031558.1_cds_AYJ08740.1_1068,1737,0.41
1068,>lcl|CP031558.1_cds_AYJ08741.1_1069,1185,0.41
1069,>lcl|CP031558.1_cds_1070,1847,0.41
1070,>lcl|CP031558.1_cds_AYJ08742.1_1071,900,0.41
1071,>lcl|CP031558.1_cds_AYJ08743.1_1072,1848,0.41
1072,>lcl|CP031558.1_cds_AYJ08744.1_1073,1170,0.41
1073,>lcl|CP031558.1_cds_AYJ08745.1_1074,429,0.41
1074,>lcl|CP031558.1_cds_AYJ08746.1_1075,786,0.41
1075,>lcl|CP031558.1_cds_AYJ08747.1_1076,1008,0.41
1076,>lcl|CP031558.1_cds_AYJ08748.1_1077,1944,0.41
1077,>lcl|CP031558.1_cds_AYJ08749.1_1078,1170,0.41
1078,>lcl|CP031558.1_cds_AYJ09195.1_1079,1872,0.41
1079,>lcl|CP031558.1_cds_AYJ08750.1_1080,129,0.41
1080,>lcl|CP031558.1_cds_AYJ08751.1_1081,750,0.41
1081,>lcl|CP031558.1_cds_AYJ08752.1_1082,1527,0.41
1082,>lcl|CP031558.1_cds_AYJ08753.1_1083,489,0.41
1083,>lcl|CP031558.1_cds_1084,1780,0.41
1084,>lcl|CP031558.1_cds_AYJ08754.1_1085,654,0.41
1085,>lcl|CP031558.1_cds_AYJ08755.1_1086,591,0.41
1086,>lcl|CP031558.1_cds_AYJ08756.1_1087,1323,0.41
1087,>lcl|CP031558.1_cds_AYJ08757.1_1088,315,0.41
1088,>lcl|CP031558.1_cds_AYJ08758.1_1089,987,0.41
1089,>lcl|CP031558.1_cds_AYJ08759.1_1090,2295,0.41
1090,>lcl|CP031558.1_cds_AYJ08760.1_1091,1290,0.41
1091,>lcl|CP031558.1_cds_AYJ08761.1_1092,825,0.41
1092,>lcl|CP031558.1_cds_AYJ08762.1_1093,1659,0.41
1093,>lcl|CP031558.1_cds_AYJ08763.1_1094,540,0.41
1094,>lcl|CP031558.1_cds_AYJ08764.1_1095,1575,0.41
1095,>lcl|CP031558.1_cds_AYJ08765.1_1096,1851,0.41
1096,>lcl|CP031558.1_cds_AYJ08766.1_1097,669,0.41
1097,>lcl|CP031558.1_cds_AYJ08767.1_1098,759,0.41
1098,>lcl|CP031558.1_cds_AYJ08768.1_1099,936,0.41
1099,>lcl|CP031558.1_cds_AYJ08769.1_1100,2421,0.41
1100,>lcl|CP031558.1_cds_AYJ08770.1_1101,498,0.41
1101,>lcl|CP031558.1_cds_AYJ08771.1_1102,501,0.41
1102,>lcl|CP031558.1_cds_AYJ08772.1_1103,642,0.41
1103,>lcl|CP031558.1_cds_AYJ08773.1_1104,720,0.41
1104,>lcl|CP031558.1_cds_AYJ08774.1_1105,1860,0.41
1105,>lcl|CP031558.1_cds_AYJ08775.1_1106,237,0.41
1106,>lcl|CP031558.1_cds_AYJ08776.1_1107,228,0.41
1107,>lcl|CP031558.1_cds_AYJ08777.1_1108,747,0.41
1108,>lcl|CP031558.1_cds_AYJ08778.1_1109,522,0.41
1109,>lcl|CP031558.1_cds_AYJ08779.1_1110,1224,0.41
1110,>lcl|CP031558.1_cds_AYJ08780.1_1111,831,0.41
1111,>lcl|CP031558.1_cds_AYJ08781.1_1112,1347,0.41
1112,>lcl|CP031558.1_cds_1113,1396,0.41
1113,>lcl|CP031558.1_cds_AYJ08782.1_1114,2811,0.41
1114,>lcl|CP031558.1_cds_AYJ08783.1_1115,672,0.41
1115,>lcl|CP031558.1_cds_AYJ08784.1_1116,1008,0.41
1116,>lcl|CP031558.1_cds_AYJ08785.1_1117,432,0.41
1117,>lcl|CP031558.1_cds_AYJ08786.1_1118,681,0.41
1118,>lcl|CP031558.1_cds_AYJ08787.1_1119,2229,0.41
1119,>lcl|CP031558.1_cds_AYJ08788.1_1120,567,0.41
1120,>lcl|CP031558.1_cds_AYJ08789.1_1121,471,0.41
1121,>lcl|CP031558.1_cds_AYJ08790.1_1122,1368,0.41
1122,>lcl|CP031558.1_cds_1123,962,0.41
1123,>lcl|CP031558.1_cds_1124,498,0.41
1124,>lcl|CP031558.1_cds_AYJ09196.1_1125,600,0.41
1125,>lcl|CP031558.1_cds_AYJ08791.1_1126,1128,0.41
1126,>lcl|CP031558.1_cds_AYJ08792.1_1127,1026,0.41
1127,>lcl|CP031558.1_cds_AYJ08793.1_1128,630,0.41
1128,>lcl|CP031558.1_cds_AYJ08794.1_1129,1038,0.41
1129,>lcl|CP031558.1_cds_AYJ08795.1_1130,729,0.41
1130,>lcl|CP031558.1_cds_AYJ08796.1_1131,1035,0.41
1131,>lcl|CP031558.1_cds_AYJ08797.1_1132,1536,0.41
1132,>lcl|CP031558.1_cds_AYJ08798.1_1133,753,0.41
1133,>lcl|CP031558.1_cds_AYJ08799.1_1134,873,0.41
1134,>lcl|CP031558.1_cds_AYJ08800.1_1135,627,0.41
1135,>lcl|CP031558.1_cds_AYJ08801.1_1136,1827,0.41
1136,>lcl|CP031558.1_cds_AYJ08802.1_1137,1278,0.41
1137,>lcl|CP031558.1_cds_AYJ08803.1_1138,684,0.41
1138,>lcl|CP031558.1_cds_AYJ08804.1_1139,1011,0.41
1139,>lcl|CP031558.1_cds_AYJ08805.1_1140,1047,0.41
1140,>lcl|CP031558.1_cds_1141,1159,0.41
1141,>lcl|CP031558.1_cds_AYJ08806.1_1142,1197,0.41
1142,>lcl|CP031558.1_cds_AYJ08807.1_1143,1308,0.41
1143,>lcl|CP031558.1_cds_AYJ08808.1_1144,663,0.41
1144,>lcl|CP031558.1_cds_AYJ08809.1_1145,561,0.41
1145,>lcl|CP031558.1_cds_AYJ08810.1_1146,393,0.41
1146,>lcl|CP031558.1_cds_AYJ08811.1_1147,1224,0.41
1147,>lcl|CP031558.1_cds_AYJ08812.1_1148,945,0.41
1148,>lcl|CP031558.1_cds_AYJ08813.1_1149,1323,0.41
1149,>lcl|CP031558.1_cds_AYJ08814.1_1150,834,0.41
1150,>lcl|CP031558.1_cds_1151,1976,0.41
1151,>lcl|CP031558.1_cds_AYJ08815.1_1152,132,0.41
1152,>lcl|CP031558.1_cds_1153,234,0.41
1153,>lcl|CP031558.1_cds_AYJ08816.1_1154,771,0.41
1154,>lcl|CP031558.1_cds_AYJ08817.1_1155,1704,0.41
1155,>lcl|CP031558.1_cds_AYJ08818.1_1156,1821,0.41
1156,>lcl|CP031558.1_cds_AYJ08819.1_1157,435,0.41
1157,>lcl|CP031558.1_cds_AYJ09197.1_1158,942,0.41
1158,>lcl|CP031558.1_cds_AYJ08820.1_1159,231,0.41
1159,>lcl|CP031558.1_cds_AYJ08821.1_1160,207,0.41
1160,>lcl|CP031558.1_cds_AYJ08822.1_1161,558,0.41
1161,>lcl|CP031558.1_cds_AYJ08823.1_1162,996,0.41
1162,>lcl|CP031558.1_cds_1163,539,0.41
1163,>lcl|CP031558.1_cds_1164,1253,0.41
1164,>lcl|CP031558.1_cds_AYJ08824.1_1165,801,0.41
1165,>lcl|CP031558.1_cds_AYJ08825.1_1166,402,0.41
1166,>lcl|CP031558.1_cds_AYJ08826.1_1167,570,0.41
1167,>lcl|CP031558.1_cds_AYJ08827.1_1168,375,0.41
1168,>lcl|CP031558.1_cds_AYJ08828.1_1169,1410,0.41
1169,>lcl|CP031558.1_cds_AYJ08829.1_1170,906,0.41
1170,>lcl|CP031558.1_cds_AYJ08830.1_1171,1512,0.42
1171,>lcl|CP031558.1_cds_AYJ08831.1_1172,543,0.42
1172,>lcl|CP031558.1_cds_AYJ08832.1_1173,516,0.42
1173,>lcl|CP031558.1_cds_AYJ08833.1_1174,435,0.42
1174,>lcl|CP031558.1_cds_AYJ08834.1_1175,873,0.42
1175,>lcl|CP031558.1_cds_AYJ08835.1_1176,798,0.42
1176,>lcl|CP031558.1_cds_AYJ08836.1_1177,639,0.42
1177,>lcl|CP031558.1_cds_AYJ08837.1_1178,912,0.42
1178,>lcl|CP031558.1_cds_AYJ08838.1_1179,2589,0.42
1179,>lcl|CP031558.1_cds_AYJ08839.1_1180,1302,0.42
1180,>lcl|CP031558.1_cds_1181,231,0.42
1181,>lcl|CP031558.1_cds_1182,805,0.42
1182,>lcl|CP031558.1_cds_AYJ08840.1_1183,357,0.42
1183,>lcl|CP031558.1_cds_AYJ08841.1_1184,690,0.42
1184,>lcl|CP031558.1_cds_AYJ08842.1_1185,555,0.42
1185,>lcl|CP031558.1_cds_AYJ08843.1_1186,348,0.42
1186,>lcl|CP031558.1_cds_AYJ08844.1_1187,231,0.42
1187,>lcl|CP031558.1_cds_AYJ08845.1_1188,1347,0.42
1188,>lcl|CP031558.1_cds_AYJ08846.1_1189,2619,0.42
1189,>lcl|CP031558.1_cds_AYJ08847.1_1190,408,0.42
1190,>lcl|CP031558.1_cds_AYJ08848.1_1191,1062,0.42
1191,>lcl|CP031558.1_cds_AYJ08849.1_1192,2088,0.42
1192,>lcl|CP031558.1_cds_AYJ08850.1_1193,3699,0.42
1193,>lcl|CP031558.1_cds_AYJ08851.1_1194,795,0.42
1194,>lcl|CP031558.1_cds_1195,523,0.42
1195,>lcl|CP031558.1_cds_AYJ08852.1_1196,423,0.42
1196,>lcl|CP031558.1_cds_AYJ08853.1_1197,495,0.42
1197,>lcl|CP031558.1_cds_AYJ08854.1_1198,582,0.42
1198,>lcl|CP031558.1_cds_AYJ08855.1_1199,192,0.42
1199,>lcl|CP031558.1_cds_AYJ08856.1_1200,975,0.42
1200,>lcl|CP031558.1_cds_AYJ08857.1_1201,1167,0.42
1201,>lcl|CP031558.1_cds_AYJ08858.1_1202,1638,0.42
1202,>lcl|CP031558.1_cds_AYJ08859.1_1203,1416,0.42
1203,>lcl|CP031558.1_cds_AYJ08860.1_1204,1794,0.42
1204,>lcl|CP031558.1_cds_1205,824,0.42
1205,>lcl|CP031558.1_cds_AYJ08861.1_1206,2064,0.42
1206,>lcl|CP031558.1_cds_AYJ08862.1_1207,654,0.42
1207,>lcl|CP031558.1_cds_AYJ08863.1_1208,672,0.42
1208,>lcl|CP031558.1_cds_AYJ08864.1_1209,747,0.42
1209,>lcl|CP031558.1_cds_AYJ08865.1_1210,834,0.42
1210,>lcl|CP031558.1_cds_AYJ08866.1_1211,552,0.42
1211,>lcl|CP031558.1_cds_AYJ08867.1_1212,1224,0.42
1212,>lcl|CP031558.1_cds_AYJ08868.1_1213,1308,0.42
1213,>lcl|CP031558.1_cds_AYJ08869.1_1214,1896,0.42
1214,>lcl|CP031558.1_cds_1215,75,0.42
1215,>lcl|CP031558.1_cds_AYJ08870.1_1216,1299,0.42
1216,>lcl|CP031558.1_cds_AYJ08871.1_1217,513,0.42
1217,>lcl|CP031558.1_cds_AYJ08872.1_1218,705,0.42
1218,>lcl|CP031558.1_cds_AYJ08873.1_1219,1266,0.42
1219,>lcl|CP031558.1_cds_AYJ08874.1_1220,1257,0.42
1220,>lcl|CP031558.1_cds_AYJ08875.1_1221,1332,0.42
1221,>lcl|CP031558.1_cds_AYJ08876.1_1222,762,0.42
1222,>lcl|CP031558.1_cds_AYJ08877.1_1223,1152,0.42
1223,>lcl|CP031558.1_cds_AYJ08878.1_1224,1380,0.42
1224,>lcl|CP031558.1_cds_AYJ08879.1_1225,1176,0.42
1225,>lcl|CP031558.1_cds_AYJ08880.1_1226,744,0.42
1226,>lcl|CP031558.1_cds_1227,1289,0.42
1227,>lcl|CP031558.1_cds_AYJ08881.1_1228,1041,0.42
1228,>lcl|CP031558.1_cds_AYJ08882.1_1229,1329,0.42
1229,>lcl|CP031558.1_cds_AYJ08883.1_1230,1050,0.42
1230,>lcl|CP031558.1_cds_AYJ08884.1_1231,219,0.42
1231,>lcl|CP031558.1_cds_AYJ08885.1_1232,210,0.42
1232,>lcl|CP031558.1_cds_AYJ08886.1_1233,2079,0.42
